epoch,accuracy,loss,val_accuracy,val_loss
0,0.26684635877609253,0.32976922392845154,0.27228525280952454,1.3657569885253906
1,0.3811320662498474,0.28916919231414795,0.4068071246147156,1.2779271602630615
2,0.5045822262763977,0.24845734238624573,0.4376012980937958,1.218084692955017
3,0.5859838128089905,0.21652556955814362,0.6158832907676697,0.9179579615592957
4,0.6215633153915405,0.20080451667308807,0.5235008001327515,1.2493343353271484
5,0.6512129306793213,0.1845671385526657,0.6855753660202026,0.8011015057563782
6,0.5886792540550232,0.21161848306655884,0.6223663091659546,0.9454230666160583
7,0.6388140320777893,0.18978027999401093,0.6580227017402649,0.9711677432060242
8,0.6641509532928467,0.18024156987667084,0.7260940074920654,0.6789547204971313
9,0.6873315572738647,0.17279958724975586,0.7082657814025879,0.7633429169654846
10,0.7234501242637634,0.14913064241409302,0.5348460078239441,1.8657695055007935
11,0.7428571581840515,0.14193205535411835,0.6969205737113953,0.8340556025505066
12,0.7606468796730042,0.13414035737514496,0.7552674412727356,0.6435760259628296
13,0.7687331438064575,0.12352008372545242,0.7358185052871704,0.7554910182952881
14,0.7557951211929321,0.13707445561885834,0.6839545965194702,0.8571595549583435
15,0.7762803435325623,0.12021387368440628,0.7860615849494934,0.5739668011665344
16,0.8005390763282776,0.11431371420621872,0.7666126489639282,0.598120927810669
17,0.8091644048690796,0.10008364170789719,0.7374392151832581,0.7605112791061401
18,0.8247978687286377,0.09908197820186615,0.7666126489639282,0.606286883354187
19,0.825875997543335,0.09776298701763153,0.6952998638153076,1.0813950300216675
20,0.8274932503700256,0.1005057692527771,0.7925445437431335,0.6249390840530396
21,0.8371967673301697,0.08881355077028275,0.803889811038971,0.5421469807624817
22,0.8436657786369324,0.08659341186285019,0.7617504000663757,0.7067080140113831
23,0.844204843044281,0.0867099016904831,0.8168557286262512,0.5028571486473083
24,0.8587601184844971,0.07818501442670822,0.8282009959220886,0.4984467327594757
25,0.8727762699127197,0.07007285952568054,0.8022690415382385,0.6554756760597229
26,0.8733153343200684,0.07348346710205078,0.8492706418037415,0.42830994725227356
27,0.8603773713111877,0.07529871165752411,0.8265802264213562,0.46944674849510193
28,0.8938005566596985,0.06169803440570831,0.7925445437431335,0.6997853517532349
29,0.8905660510063171,0.06412751972675323,0.8492706418037415,0.5179206728935242
30,0.9067385196685791,0.052072279155254364,0.8719611167907715,0.3921242654323578
31,0.8981131911277771,0.05678589642047882,0.8217179775238037,0.6233341097831726
32,0.9024258852005005,0.0584915392100811,0.8233387470245361,0.5383961796760559
33,0.9126684665679932,0.048602618277072906,0.8444084525108337,0.4731578826904297
34,0.9212937951087952,0.047025442123413086,0.8525121808052063,0.4570605456829071
